Title,Rating,Director,Gross,MPAA Rating,Users Reviews Count,Critics Reviews Count,Ratings Number,Oscar Awards,Total Wins,Total Nom,Year,After 2002
The Passion of the Christ ,7.2,Mel Gibson,612054506.0,R,2900,408,22400,0,29,24,2004,1
Bad Day at Black Rock ,7.7,John Sturges,10813.0,Passed,174,71,2100,0,4,8,1955,0
Cool Hand Luke ,8.1,Stuart Rosenberg,3200000.0,GP,374,137,17100,1,4,10,1967,0
The Talented Mr. Ripley ,7.4,Anthony Minghella,128799509.0,R,779,181,19900,0,10,81,1999,0
Copycat ,6.6,Jon Amiel,32051917.0,R,189,69,5800,0,2,1,1995,0
Happy Death Day ,6.6,Christopher Landon,125479266.0,PG-13,557,310,13100,0,0,3,2017,1
The Cabin in the Woods ,7.0,Drew Goddard,70055998.0,R,1300,685,39800,0,20,34,2011,1
Moonrise Kingdom ,7.8,Wes Anderson,68264022.0,PG-13,483,512,33500,0,36,122,2012,1
Killing Them Softly ,6.2,Andrew Dominik,37930465.0,R,468,431,13900,0,3,9,2012,1
The Mountain Between Us ,6.4,Hany Abu-Assad,62832209.0,PG-13,383,173,7200,0,2,1,2017,1
Man on Fire ,7.7,Tony Scott,130834852.0,R,849,159,34800,0,1,7,2004,1
Falling Down ,7.6,Joel Schumacher,40903593.0,R,492,96,18200,0,1,2,1993,0
The Perfect Storm ,6.4,Wolfgang Petersen,328718434.0,PG-13,812,178,16300,0,4,27,2000,0
American Pie 2 ,6.4,J.B. Rogers,287553595.0,R,455,134,24800,0,8,6,2001,0
Cloverfield ,7.0,Matt Reeves,172394180.0,PG-13,2400,478,38600,0,5,34,2008,1
Terminator 3: Rise of the Machines ,6.3,Jonathan Mostow,433371112.0,R,1700,292,38800,0,3,24,2003,1
Teenage Mutant Ninja Turtles ,5.8,Jonathan Liebesman,485004754.0,PG-13,574,368,20600,0,1,11,2014,1
I due superpiedi quasi piatti ,7.2,Enzo Barboni,33642.0,PG,21,14,1100,0,1,0,1977,0
"20,000 Leagues Under the Sea ",7.2,Richard Fleischer,20000.0,G,158,81,3300,2,5,3,1954,0
Evil Dead ,6.5,Fede Alvarez,97542952.0,R,973,551,16500,0,6,19,2013,1
Amistad ,7.3,Steven Spielberg,44229441.0,R,251,92,7500,0,11,43,1997,0
Terminator Salvation ,6.5,McG,371353001.0,PG-13,1100,440,35300,0,2,14,2009,1
TRON ,6.8,Steven Lisberger,33000525.0,PG,326,171,11800,0,2,8,1982,0
The Last Picture Show ,8.0,Peter Bogdanovich,29146131.0,R,208,98,4500,2,19,22,1971,0
Hell or High Water ,7.6,David Mackenzie,37879877.0,R,483,311,21700,0,46,171,2016,1
Seabiscuit ,7.3,Gary Ross,148336445.0,PG-13,485,162,7100,0,6,44,2003,1
Wong Fei Hung ,7.3,Hark Tsui,3826459.0,R,75,72,1800,0,5,4,1991,0
"As Above, So Below ",6.2,John Erick Dowdle,41898409.0,R,461,227,8700,0,1,6,2014,1
Wind River ,7.7,Taylor Sheridan,43980821.0,R,729,388,22900,0,15,26,2017,1
Nell ,6.5,Michael Apted,106683817.0,PG-13,100,34,2900,0,5,7,1994,0
Centurion ,6.3,Neil Marshall,6890432.0,R,254,207,8100,0,0,1,2010,1
The Professor and the Madman ,7.3,Farhad Safinia,5091012.0,Not Rated,450,72,4100,0,0,1,2019,1
Professor Marston and the Wonder Women ,7.1,Angela Robinson,1899615.0,R,132,145,2500,0,0,8,2017,1
The Meg ,5.6,Jon Turteltaub,530438278.0,PG-13,1600,412,16200,0,4,6,2018,1
Moby Dick ,7.3,John Huston,4500000.0,Not Rated,144,60,1900,0,5,4,1956,0
Oliver Twist ,6.8,Roman Polanski,42580321.0,PG-13,144,127,3200,0,2,4,2005,1
Baby Driver ,7.6,Edgar Wright,226945087.0,R,1200,598,48700,0,42,66,2017,1
Mid90s ,7.4,Jonah Hill,9303022.0,R,325,208,5700,0,4,10,2018,1
Modern Times ,8.5,Charles Chaplin,457902.0,G,333,121,23100,0,4,1,1936,0
The Mule ,7.0,Clint Eastwood,174804407.0,R,783,257,12800,0,1,10,2018,1
The Basketball Diaries ,7.3,Clint Eastwood,2402438.0,R,783,257,12800,0,1,10,1995,0
Nymphomaniac: Vol. I ,6.9,Lars von Trier,13551156.0,Not Rated,277,361,12100,0,14,30,2013,1
This Boy's Life ,7.3,Michael Caton-Jones,4104962.0,R,102,47,5100,0,2,2,1993,0
Papillon ,8.0,Franklin J. Schaffner,53267000.0,R,228,80,12700,0,2,2,1973,0
A Perfect World ,7.5,Clint Eastwood,135130999.0,PG-13,168,70,7800,0,1,1,1993,0
Jack Reacher: Never Go Back ,6.2,Edward Zwick,162146076.0,PG-13,428,305,14800,0,1,0,2016,1
Collateral ,7.5,Michael Mann,220239925.0,R,978,241,38200,0,22,73,2004,1
Triple Frontier ,6.4,J.C. Chandor,115000000.0,R,993,140,11900,0,0,3,2019,1
Vera Cruz ,7.1,Michael Bay,3000000.0,PG-13,923,299,14400,0,5,19,1954,0
The Equalizer 2 ,6.7,Antoine Fuqua,190400157.0,R,781,241,14800,0,1,4,2018,1
The 300 Spartans ,6.6,Antoine Fuqua,500000.0,R,781,241,14800,0,1,4,1962,0
Chaplin ,7.5,Richard Attenborough,9493259.0,PG-13,191,62,5600,0,3,19,1992,0
Bumblebee ,6.7,Travis Knight,467989645.0,PG-13,1400,253,15300,0,2,13,2018,1
The Enforcer ,6.7,James Fargo,46236000.0,R,140,71,4400,0,0,2,1976,0
Capote ,7.3,Bennett Miller,49327405.0,R,457,278,13000,1,59,89,2005,1
Rocketman ,7.3,Dexter Fletcher,195320400.0,R,100,360,16100,1,22,81,2019,1
Kingsman: The Secret Service ,7.7,Matthew Vaughn,414351546.0,R,100,476,62300,0,10,32,2014,1
The Aeronauts ,6.6,Tom Harper,3485251.0,PG-13,428,137,3100,0,0,11,2019,1
Chi bi ,7.4,John Woo,129710514.0,R,125,171,4500,0,14,44,2008,1
King Arthur: Legend of the Sword ,6.7,Guy Ritchie,148675066.0,PG-13,100,360,20600,0,0,10,2017,1
Knives Out ,7.9,Rian Johnson,311605581.0,PG-13,2700,480,55300,0,52,112,2019,1
Blade II ,6.7,Guillermo del Toro,155010032.0,R,599,218,20900,0,6,10,2002,0
Grumpy Old Men ,7.0,Donald Petrie,70172621.0,PG-13,106,45,4600,0,1,1,1993,0
Rush Hour ,7.0,Brett Ratner,244721064.0,PG-13,369,85,25400,0,6,9,1998,0
Gentlemen Prefer Blondes ,7.2,Howard Hawks,648.0,Approved,175,84,3500,0,0,1,1953,0
1917 ,8.3,Sam Mendes,384929181.0,R,3200,509,50900,3,134,200,2019,1
The Last Boy Scout ,7.0,Tony Scott,59509925.0,R,189,73,9800,0,0,2,1991,0
Saw II ,6.6,Darren Lynn Bousman,147748505.0,R,924,257,24400,0,4,11,2005,1
Mortal Engines ,6.1,Christian Rivers,83869818.0,PG-13,1100,227,11900,0,3,3,2018,1
National Lampoon's Christmas Vacation ,7.6,Christian Rivers,73594646.0,PG-13,1100,227,11900,0,3,3,1989,0
How to Train Your Dragon 2 ,7.8,Dean DeBlois,621537519.0,PG,429,319,31900,0,15,61,2014,1
Kong: Skull Island ,6.6,Jordan Vogt-Roberts,566652812.0,PG-13,100,607,30200,0,1,20,2017,1
Kon-Tiki ,7.2,Joachim Rønning,22842887.0,PG-13,92,161,4800,0,12,14,2012,1
Her ,8.0,Spike Jonze,48517427.0,R,1200,632,57400,1,83,186,2013,1
The Warriors ,7.6,Spike Jonze,22490471.0,R,1200,632,57400,1,83,186,1979,0
We Bought a Zoo ,7.1,Cameron Crowe,120081841.0,PG,257,269,14000,0,1,8,2011,1
21 Grams ,7.6,Alejandro G. Iñárritu,60427839.0,R,592,179,23200,0,30,79,2003,1
The Killing ,8.0,Stanley Kubrick,320000.0,Approved,422,118,8600,0,0,1,1956,0
Festen ,8.1,Thomas Vinterberg,1657778.0,R,285,110,8400,0,28,23,1998,0
Cidade de Deus ,8.6,Fernando Meirelles,30680793.0,R,100,219,72700,0,74,50,2002,0
Hooligans ,7.4,Lexi Alexander,3814717.0,R,414,80,14700,0,4,0,2005,1
Kill Bill: Vol. 2 ,8.0,Quentin Tarantino,154118820.0,R,100,311,72000,0,23,84,2004,1
True Romance ,7.9,Tony Scott,13088850.0,R,585,152,21900,0,1,10,1993,0
Natural Born Killers ,7.3,Oliver Stone,50283563.0,R,663,166,22600,0,5,11,1994,0
The Walk ,7.3,Robert Zemeckis,61181942.0,PG,261,371,12500,0,3,17,2015,1
The Longest Day ,7.8,Ken Annakin,10000000.0,G,250,59,5400,2,8,6,1962,0
Weird Science ,6.6,John Hughes,38934048.0,PG-13,197,100,8500,0,0,1,1985,0
Get Out ,7.7,Jordan Peele,255589157.0,R,1700,498,53900,1,149,206,2017,1
The Grapes of Wrath ,8.1,John Ford,800000.0,Passed,371,104,9000,2,10,5,1940,0
300: Rise of an Empire ,6.2,Noam Murro,337580051.0,R,632,389,29000,0,2,7,2014,1
Män som hatar kvinnor ,7.8,Niels Arden Oplev,104414200.0,R,329,339,21300,0,18,35,2009,1
Juno ,7.4,Jason Reitman,232372681.0,PG-13,968,390,50600,1,89,100,2007,1
The Butterfly Effect ,7.6,Eric Bress,96822421.0,R,1200,180,47000,0,1,8,2004,1
The Mission ,7.4,Roland Joffé,17502499.0,PG,235,71,6000,1,15,27,1986,0
Die Fälscher ,7.6,Stefan Ruzowitzky,18814713.0,R,126,172,4500,1,7,10,2007,1
12 Years a Slave ,8.1,Steve McQueen,187733202.0,R,941,491,67000,3,242,336,2013,1
Rise of the Planet of the Apes ,7.5,Rupert Wyatt,481800873.0,PG-13,740,565,51100,0,21,43,2011,1
Shot Caller ,7.3,Ric Roman Waugh,3440362.0,R,354,72,8000,0,0,1,2017,1
Coach Carter ,7.3,Thomas Carter,76669554.0,PG-13,260,122,13800,0,3,15,2005,1
Zombieland ,7.6,Ruben Fleischer,102392080.0,R,754,496,54700,0,10,29,2009,1
Let's Be Cops ,6.4,Luke Greenfield,138224951.0,R,186,138,13100,0,0,2,2014,1
The House That Jack Built ,6.8,Lars von Trier,3081913.0,R,451,263,6800,0,11,20,2018,1
Lo chiamavano Jeeg Robot ,7.0,Gabriele Mainetti,5973344.0,R,451,263,6800,0,17,28,2015,1
The Bad Seed ,7.5,Mervyn LeRoy,1000000.0,Approved,234,92,1400,0,1,6,1956,0
The Lighthouse ,7.5,Robert Eggers,18124206.0,R,1400,436,17700,0,34,136,2019,1
The Mortal Instruments: City of Bones ,5.9,Harald Zwart,95396573.0,PG-13,524,221,13100,0,6,11,2013,1
The Imitation Game ,8.0,Morten Tyldum,233555708.0,PG-13,924,495,72500,1,49,163,2014,1
Mean Streets ,7.2,Martin Scorsese,41131.0,R,319,138,10600,0,5,5,1973,0
Ingrid Goes West ,6.6,Matt Spicer,3146831.0,R,184,165,4000,0,2,10,2017,1
The Boy in the Striped Pyjamas ,7.8,Mark Herman,40416563.0,PG-13,527,144,20500,0,7,7,2008,1
Che: Part One ,7.2,Steven Soderbergh,34209066.0,Not Rated,80,171,4600,0,4,13,2008,1
Sleeper ,7.2,Woody Allen,18344729.0,PG,141,66,4200,0,2,2,1973,0
Fast Times at Ridgemont High ,7.2,Amy Heckerling,27092880.0,R,315,149,10100,0,0,2,1982,0
Days of Thunder ,6.1,Tony Scott,157920733.0,PG-13,142,87,8400,0,1,2,1990,0
Insomnia ,7.2,Christopher Nolan,113758770.0,R,728,115,28600,0,1,11,2002,0
Kiss Me Deadly ,7.6,Robert Aldrich,952000.0,Not Rated,207,126,2000,0,1,1,1955,0
The 5th Wave ,5.2,J Blakeson,109906372.0,PG-13,445,212,10500,0,0,1,2016,1
Before the Devil Knows You're Dead ,7.3,Sidney Lumet,25038466.0,R,328,208,10100,0,17,27,2007,1
Dog Day Afternoon ,8.0,Sidney Lumet,50000000.0,R,348,93,24800,1,14,21,1975,0
The Naked Spur ,7.3,Anthony Mann,1261000.0,Passed,99,50,1100,0,0,2,1953,0
All Is Lost ,6.9,J.C. Chandor,13627519.0,PG-13,416,376,7900,0,3,48,2013,1
Mr. Smith Goes to Washington ,8.1,Frank Capra,144738.0,Passed,323,98,11200,1,6,16,1939,0
Brubaker ,7.2,Stuart Rosenberg,37121708.0,R,60,35,1700,0,1,3,1980,0
"Heaven Knows, Mr. Allison ",7.4,John Huston,3000000.0,Approved,81,49,8300,0,1,7,1957,0
Kingdom of Heaven ,7.2,Ridley Scott,218122627.0,R,100,235,27800,0,5,15,2005,1
Straight Outta Compton ,7.8,F. Gary Gray,201634991.0,R,407,386,19100,0,28,40,2015,1
Unknown ,6.8,Jaume Collet-Serra,135710029.0,PG-13,440,368,25700,0,0,3,2011,1
The Next Three Days ,7.3,Paul Haggis,67448651.0,PG-13,396,242,19300,0,0,3,2010,1
The Escapist ,6.7,Rupert Wyatt,388174.0,Not Rated,52,64,1700,0,2,6,2008,1
Hellboy ,6.8,Guillermo del Toro,99378985.0,PG-13,674,110,31700,0,3,23,2004,1
Ruby Sparks ,7.2,Jonathan Dayton,9368803.0,R,161,284,9900,0,1,11,2012,1
Burnt ,6.6,John Wells,36606743.0,R,214,198,11200,0,6,1,2015,1
That Awkward Moment ,6.1,Tom Gormican,45640143.0,R,122,165,10100,0,1,2,2014,1
The Hundred-Foot Journey ,7.3,Lasse Hallström,89514453.0,PG,252,187,8000,0,2,4,2014,1
Frequency ,7.3,Gregory Hoblit,68106245.0,PG-13,561,122,10500,0,2,8,2000,0
Lethal Weapon 4 ,6.6,Richard Donner,285444603.0,R,326,141,15900,0,4,11,1998,0
Maze Runner: The Death Cure ,6.3,Wes Ball,288175335.0,PG-13,495,201,12700,0,0,7,2018,1
Letters from Iwo Jima ,7.9,Clint Eastwood,68673228.0,R,364,246,15900,1,24,39,2006,1
Project Almanac ,6.4,Clint Eastwood,33213241.0,R,364,246,15900,1,24,39,2015,1
Austin Powers: International Man of Mystery ,7.0,Jay Roach,67683989.0,PG-13,466,130,23200,0,3,8,1997,0
The Purge ,5.7,James DeMonaco,89328627.0,R,827,387,21500,0,2,6,2013,1
Spider-Man 2 ,7.3,Sam Raimi,788976453.0,PG-13,1500,327,58400,1,25,60,2004,1
The Matrix Revolutions ,6.8,Lana Wachowski,427344325.0,R,2100,266,47400,0,5,36,2003,1
xXx: Return of Xander Cage ,5.2,D.J. Caruso,346118277.0,PG-13,396,285,9000,0,1,6,2017,1
Cellular ,6.5,David R. Ellis,57678321.0,PG-13,401,75,9800,0,0,2,2004,1
Ant-Man and the Wasp ,7.0,Peyton Reed,622674139.0,PG-13,100,452,35400,0,2,21,2018,1
Chi bi: Jue zhan tian xia ,7.6,John Woo,120432178.0,PG-13,100,452,35400,0,8,19,2009,1
National Treasure: Book of Secrets ,6.5,Jon Turteltaub,459242249.0,PG,334,180,22800,0,1,5,2007,1
The Mask ,6.9,Chuck Russell,351583407.0,PG-13,327,79,36600,0,6,21,1994,0
Mission: Impossible - Rogue Nation ,7.4,Christopher McQuarrie,682716636.0,PG-13,560,514,35700,0,6,26,2015,1
X: First Class ,7.7,Matthew Vaughn,352616690.0,PG-13,811,533,66700,0,21,39,2011,1
Logan Lucky ,7.0,Steven Soderbergh,48453605.0,PG-13,361,367,14300,0,2,11,2017,1
Blood Work ,6.4,Clint Eastwood,31794718.0,R,295,141,4400,0,2,0,2002,0
The Water Diviner ,7.0,Russell Crowe,38176317.0,R,244,192,7400,0,14,13,2014,1
French Connection II ,6.8,John Frankenheimer,12484444.0,R,95,59,1800,0,0,3,1975,0
La guerre des boutons ,6.5,John Frankenheimer,12326773.0,R,95,59,1800,0,0,3,2011,1
The Long Kiss Goodnight ,6.8,Renny Harlin,89456761.0,R,337,114,7700,0,0,3,1996,0
Lone Survivor ,7.5,Peter Berg,154802912.0,R,533,351,27700,0,6,16,2013,1
The Age of Adaline ,7.2,Lee Toland Krieger,65663276.0,PG-13,375,240,16600,0,1,10,2015,1
Get the Gringo ,7.0,Lee Toland Krieger,8826837.0,PG-13,375,240,16600,0,1,10,2012,1
Austin Powers: The Spy Who Shagged Me ,6.6,Jay Roach,312016928.0,PG-13,803,184,22600,0,18,31,1999,0
Man on a Ledge ,6.6,Asger Leth,47636031.0,PG-13,196,256,14900,0,0,1,2012,1
The Girl with the Dragon Tattoo ,7.8,David Fincher,232617430.0,R,795,542,44500,1,27,91,2011,1
Girl with a Pearl Earring ,6.9,Peter Webber,33030115.0,PG-13,315,142,7600,0,17,46,2003,1
Dumb and Dumber ,7.3,Peter Farrelly,247275374.0,PG-13,502,85,36900,0,5,3,1994,0
Rush Hour 2 ,6.6,Brett Ratner,347325802.0,PG-13,426,138,21000,0,10,22,2001,0
Outlander ,6.2,Howard McCain,7034698.0,R,207,112,7400,0,0,3,2008,1
Race ,7.1,Stephen Hopkins,25070261.0,PG-13,103,165,3700,0,6,8,2016,1
Camp X-Ray ,6.9,Peter Sattler,79624.0,R,100,102,4100,0,0,6,2014,1
Police Academy 3: Back in Training ,5.4,Jerry Paris,43579163.0,PG,74,31,4400,0,1,0,1986,0
The Sorcerer's Apprentice ,6.1,Jon Turteltaub,215283742.0,PG,277,244,15800,0,1,2,2010,1
The Way ,7.4,Emilio Estevez,13348704.0,PG-13,170,128,3200,0,1,8,2010,1
A Perfect Getaway ,6.5,David Twohy,22955544.0,R,284,107,7100,0,0,1,2009,1
Planet of the Apes ,8.0,Franklin J. Schaffner,32599488.0,G,476,170,17300,1,6,4,1968,0
Journey to the Center of the Earth ,5.8,Eric Brevig,244232688.0,PG,247,193,11900,0,3,4,2008,1
Lord of the Flies ,6.4,Harry Hook,13985225.0,R,160,33,3000,0,0,3,1990,0
Click ,6.4,Frank Coraci,240685326.0,PG-13,834,163,31900,0,3,12,2006,1
Escape from L.A. ,5.7,John Carpenter,25477365.0,R,275,140,7300,0,0,3,1996,0
Mononoke-hime ,8.4,Hayao Miyazaki,169785704.0,PG-13,766,211,36900,0,13,6,1997,0
GoldenEye ,7.2,Martin Campbell,352194034.0,PG-13,518,105,25000,0,2,8,1995,0
My Big Fat Greek Wedding ,6.6,Joel Zwick,368744044.0,PG,788,141,12600,0,20,29,2002,0
The Deer Hunter ,8.1,Michael Cimino,49074379.0,R,1100,143,32700,5,24,27,1978,0
Tron ,6.8,Joseph Kosinski,400063852.0,PG,804,497,32500,0,10,51,2010,1
Deja Vu ,7.1,Tony Scott,180557550.0,PG-13,507,196,30200,0,1,6,2006,1
The Fountain ,7.2,Darren Aronofsky,16468343.0,PG-13,100,293,23500,0,9,39,2006,1
Kalifornia ,6.7,Dominic Sena,2395231.0,R,196,64,5300,0,4,4,1993,0
My Week with Marilyn ,6.9,Simon Curtis,35057696.0,R,244,395,8600,0,18,64,2011,1
Snitch ,6.4,Ric Roman Waugh,57824674.0,PG-13,162,249,8600,0,0,1,2013,1
Rounders ,7.3,John Dahl,22912409.0,R,328,110,14700,0,1,1,1998,0
Bridesmaids ,6.8,Paul Feig,288383523.0,R,620,395,28200,0,25,72,2011,1
Bottle Shock ,6.8,Randall Miller,4629770.0,PG-13,109,110,1600,0,0,1,2008,1
Spider-Man: Far from Home ,7.4,Jon Watts,1131927996.0,PG-13,2200,433,39400,0,10,26,2019,1
The Big Lebowski ,8.1,Joel Coen,46748721.0,R,1300,202,77200,0,5,18,1998,0
Network ,8.1,Sidney Lumet,23690757.0,R,422,187,15300,4,20,26,1976,0
Mamma Mia! ,6.4,Phyllida Lloyd,611257819.0,PG-13,821,169,23000,0,15,25,2008,1
U.S. Marshals ,6.6,Stuart Baird,102367405.0,PG-13,161,63,10100,0,0,1,1998,0
The Heroes of Telemark ,6.5,Stuart Baird,5600000.0,PG-13,161,63,10100,0,0,1,1965,0
Drift ,6.3,Ben Nott,1135498.0,R,17,37,4800,0,6,6,2013,1
Big Eyes ,7.0,Tim Burton,29253166.0,PG-13,189,348,9000,0,3,18,2014,1
Panic Room ,6.8,David Fincher,197079546.0,R,947,233,27100,0,1,9,2002,0
Valhalla Rising ,6.1,Nicolas Winding Refn,282737.0,Not Rated,327,120,5900,0,4,9,2009,1
The People vs. Larry Flynt ,7.3,Milos Forman,20300385.0,R,153,77,9200,0,22,35,1996,0
2 Guns ,6.7,Baltasar Kormákur,131940411.0,R,233,215,20500,0,3,0,2013,1
"Farewell, My Lovely ",7.1,Dick Richards,2500000.0,R,102,49,7900,0,1,3,1975,0
Dom za vesanje ,8.2,Emir Kusturica,280015.0,R,306,34,3000,0,3,5,1988,0
The Railway Man ,7.1,Jonathan Teplitzky,24174885.0,R,158,190,3900,0,7,20,2013,1
S.W.A.T. ,6.0,Clark Johnson,207725639.0,PG-13,363,132,14400,0,5,5,2003,1
Hang 'Em High ,7.0,Clark Johnson,11000000.0,PG-13,363,132,14400,0,5,5,1968,0
Vertical Limit ,5.9,Martin Campbell,215663859.0,PG-13,402,136,6100,0,2,4,2000,0
Lovelace ,6.2,Rob Epstein,1585583.0,R,127,258,4000,0,1,3,2013,1
Skyscraper ,5.8,Rawson Marshall Thurber,304868961.0,PG-13,855,301,11600,0,0,4,2018,1
War of the Worlds ,6.5,Steven Spielberg,603873119.0,PG-13,2900,404,43200,0,16,49,2005,1
6 Underground ,6.1,Michael Bay,150000000.0,R,2400,124,15800,0,1,11,2019,1
Star Wars: Episode IX - The Rise of Skywalker ,6.5,J.J. Abrams,1074149279.0,PG-13,7900,518,41000,0,16,54,2019,1
"Roman J. Israel, Esq. ",6.5,Dan Gilroy,13025860.0,PG-13,238,169,3600,0,2,11,2017,1
Coco ,8.4,Lee Unkrich,807817888.0,PG,1200,417,44300,2,109,40,2017,1
Flight of the Phoenix ,6.1,John Moore,35021497.0,PG-13,237,123,5400,0,0,2,2004,1
As Good as It Gets ,7.7,James L. Brooks,314178011.0,PG-13,585,138,28900,2,38,54,1997,0
Les frères Sisters ,6.9,Jacques Audiard,13143056.0,R,357,239,6100,0,13,24,2018,1
Waiting... ,6.7,Jacques Audiard,18637690.0,R,357,239,6100,0,13,24,2005,1
Black and Blue ,6.4,Deon Taylor,22741061.0,R,371,80,2100,0,1,2,2019,1
[Rec]² ,6.5,Jaume Balagueró,18853164.0,R,168,242,7100,0,5,3,2009,1
The Addams Family ,5.8,Greg Tiernan,203783845.0,PG,358,179,3600,0,2,6,2019,1
Knowing ,6.2,Alex Proyas,183658498.0,PG-13,965,294,22800,0,1,6,2009,1
21 Bridges ,6.6,Brian Kirk,49939757.0,R,483,163,6000,0,0,2,2019,1
Bombshell ,6.8,Jay Roach,61404394.0,R,552,286,10500,1,25,62,2019,1
Escape from Pretoria ,6.8,Francis Annan,2431995.0,PG-13,254,69,3100,0,0,2,2020,1
Gisaengchung ,8.6,Bong Joon Ho,258668626.0,R,3300,598,68600,4,306,272,2019,1
Jojo Rabbit ,7.9,Taika Waititi,90335025.0,PG-13,1700,434,34700,1,48,194,2019,1
Sonic the Hedgehog ,6.5,Jeff Fowler,319715683.0,PG,1300,275,10900,0,3,11,2020,1
Guns Akimbo ,6.3,Jeff Fowler,1034769.0,PG,1300,275,10900,0,3,11,2019,1
The VVitch: A New-England Folktale ,6.9,Robert Eggers,40423945.0,R,1200,574,22800,0,43,67,2015,1
Insidious ,6.8,James Wan,99557032.0,PG-13,991,344,29500,0,8,15,2010,1
Æon Flux ,5.5,Karyn Kusama,53321673.0,PG-13,572,75,12700,0,0,5,2005,1
Richard Jewell ,7.5,Clint Eastwood,43745542.0,R,581,269,7700,0,7,20,2019,1
Ex Machina ,7.7,Alex Garland,36869414.0,R,100,432,50900,1,73,161,2014,1
Spiral: From the Book of Saw ,5.3,Duncan Jones,40618920.0,TV-MA,294,155,3300,0,0,1,2021,1
Kiss Kiss Bang Bang ,7.5,Shane Black,15785148.0,R,407,238,22200,0,5,16,2005,1
The China Syndrome ,7.4,James Bridges,51718367.0,PG,131,69,2900,0,8,16,1979,0
The Ghost Writer ,7.2,Roman Polanski,60331447.0,PG-13,422,359,16100,0,33,56,2010,1
Onward ,7.4,Dan Scanlon,141940042.0,PG,762,326,12900,0,4,64,2020,1
Birds of Prey: And the Fantabulous Emancipation of One Harley Quinn ,6.1,Cathy Yan,201858461.0,R,2600,403,21500,0,15,80,2020,1
The Invisible Man ,7.1,Leigh Whannell,143151000.0,R,1800,467,20000,0,42,76,2020,1
The Way Back ,6.7,Gavin O'Connor,14690514.0,R,339,162,4100,0,0,6,2020,1
The Old Guard ,6.7,Gina Prince-Bythewood,70000000.0,R,1700,259,14900,0,4,25,2020,1
Tenet ,7.4,Christopher Nolan,363656624.0,PG-13,5300,498,43800,1,46,134,2020,1
Ride Along ,6.2,Tim Story,154468902.0,PG-13,142,151,10900,0,1,7,2014,1
Who Am I - Kein System ist sicher ,7.5,Baran bo Odar,7700259.0,Not Rated,92,64,5400,0,6,6,2014,1
Machine Gun Preacher ,6.8,Marc Forster,3338690.0,R,144,144,6500,0,0,2,2011,1
Gandhi ,8.0,Richard Attenborough,52767889.0,PG,314,116,22400,8,35,21,1982,0
Underwater ,5.8,William Eubank,40882928.0,PG-13,1100,261,7400,0,1,5,2020,1
Piranha 3D ,5.4,Alexandre Aja,83188165.0,R,424,387,8900,0,2,12,2010,1
A Quiet Place Part II ,7.3,John Krasinski,297770224.0,PG-13,1600,368,17700,0,8,7,2020,1
Black Widow ,6.7,Cate Shortland,379631351.0,PG-13,2900,363,28800,0,1,3,2021,1
The Croods: A New Age ,7.0,Joel Crawford,215905815.0,PG,277,106,3500,0,0,30,2020,1
Coming 2 America ,5.3,Craig Brewer,60000000.0,PG-13,2300,194,6400,0,1,1,2021,1
Greyhound ,7.0,Aaron Schneider,50300000.0,PG-13,877,180,8600,0,1,21,2020,1
Ride Along 2 ,5.9,Tim Story,124608438.0,PG-13,88,130,5600,0,1,7,2016,1
The Golden Voyage of Sinbad ,6.8,Gordon Hessler,982351.0,G,85,74,8900,0,3,0,1973,0
Two-Lane Blacktop ,7.2,Monte Hellman,850000.0,R,124,134,1200,0,1,2,1971,0
Gunfight at the O.K. Corral ,7.2,John Sturges,2000000.0,Passed,104,54,1500,0,3,4,1957,0
Sophie's Choice ,7.6,Alan J. Pakula,30036000.0,R,189,44,4600,1,13,12,1982,0
Passengers ,7.0,Morten Tyldum,303144152.0,PG-13,1300,424,37700,0,2,12,2016,1
Little Fauss and Big Halsy ,5.9,Sidney J. Furie,1755485.0,R,26,13,1200,0,0,3,1970,0
Outlaw King ,6.9,David Mackenzie,120000000.0,R,483,127,6700,0,0,2,2018,1
The Great Race ,7.2,Blake Edwards,12000000.0,Passed,179,39,1700,1,3,14,1965,0
There Was a Crooked Man... ,6.9,Blake Edwards,15160.0,Passed,179,39,1700,1,3,14,1970,0
Frenzy ,7.4,Alfred Hitchcock,4121.0,R,251,95,4400,0,2,9,1972,0
Mad Max 2 ,7.6,George Miller,23668369.0,R,378,216,17400,0,8,10,1981,0
Red Sparrow ,6.6,Francis Lawrence,151572634.0,R,100,357,17800,0,3,9,2018,1
Evil Under the Sun ,7.1,Guy Hamilton,6110670.0,PG,113,40,1600,0,0,1,1982,0
Papillon ,7.2,Guy Hamilton,10060903.0,PG,113,40,1600,0,0,1,2017,1
Le corniaud ,7.4,Gérard Oury,5300000.0,PG,113,40,1600,0,0,1,1965,0
Contact ,7.5,Robert Zemeckis,171120329.0,PG,750,179,26600,0,14,31,1997,0
Carlito's Way ,7.9,Brian De Palma,63848322.0,R,359,115,21000,0,2,9,1993,0
Black Rain ,6.7,Ridley Scott,134212055.0,R,144,80,5300,0,1,4,1989,0
The Lady from Shanghai ,7.6,Orson Welles,2300000.0,Not Rated,210,94,2900,0,1,0,1947,0
Demolition Man ,6.7,Marco Brambilla,58055768.0,R,309,90,16800,0,1,7,1993,0
Cliffhanger ,6.5,Renny Harlin,255000211.0,R,237,97,12600,0,1,12,1993,0
